"Dublin.Core.Title","Dublin.Core.Description","Dublin.Core.Creator","Dublin.Core.Date","Dublin.Core.Identifier","Dublin.Core.Rights","Dublin.Core.Type","Dublin.Core.Format","twitter_query","twitter_ids_count","twitter_links_count","indexed_links_count","files"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-15","368332c5130b64fe9193b1e7f12344ce","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","beatyfikacja",11447,222,207,"https://aspw.pl/aspw_temp/368332c5130b64fe9193b1e7f12344ce/all_tweets_id.csv;https://aspw.pl/aspw_temp/368332c5130b64fe9193b1e7f12344ce/domains.json;https://aspw.pl/aspw_temp/368332c5130b64fe9193b1e7f12344ce/twitter_links.csv;https://aspw.pl/aspw_temp/368332c5130b64fe9193b1e7f12344ce/meta.csv;https://aspw.pl/aspw_temp/368332c5130b64fe9193b1e7f12344ce/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-10","374da3cc941ee934eb9e0232ec9ea542","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Duda",9905,222,146,"https://aspw.pl/aspw_temp/374da3cc941ee934eb9e0232ec9ea542/all_tweets_id.csv;https://aspw.pl/aspw_temp/374da3cc941ee934eb9e0232ec9ea542/domains.json;https://aspw.pl/aspw_temp/374da3cc941ee934eb9e0232ec9ea542/twitter_links.csv;https://aspw.pl/aspw_temp/374da3cc941ee934eb9e0232ec9ea542/meta.csv;https://aspw.pl/aspw_temp/374da3cc941ee934eb9e0232ec9ea542/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-21","37923cf25ba53684cdd4c2ec6a47d120","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","kościół",5184,181,167,"https://aspw.pl/aspw_temp/37923cf25ba53684cdd4c2ec6a47d120/all_tweets_id.csv;https://aspw.pl/aspw_temp/37923cf25ba53684cdd4c2ec6a47d120/domains.json;https://aspw.pl/aspw_temp/37923cf25ba53684cdd4c2ec6a47d120/twitter_links.csv;https://aspw.pl/aspw_temp/37923cf25ba53684cdd4c2ec6a47d120/meta.csv;https://aspw.pl/aspw_temp/37923cf25ba53684cdd4c2ec6a47d120/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-14","37f61a50470d72f386aad8c050896465","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","covid",31450,1133,1064,"https://aspw.pl/aspw_temp/37f61a50470d72f386aad8c050896465/all_tweets_id.csv;https://aspw.pl/aspw_temp/37f61a50470d72f386aad8c050896465/domains.json;https://aspw.pl/aspw_temp/37f61a50470d72f386aad8c050896465/twitter_links.csv;https://aspw.pl/aspw_temp/37f61a50470d72f386aad8c050896465/meta.csv;https://aspw.pl/aspw_temp/37f61a50470d72f386aad8c050896465/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2020-12-05","380b16a3b001cf7c582cb3b6c35e0ed8","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","polexit",2348,72,69,"https://aspw.pl/aspw_temp/380b16a3b001cf7c582cb3b6c35e0ed8/all_tweets_id.csv;https://aspw.pl/aspw_temp/380b16a3b001cf7c582cb3b6c35e0ed8/domains.json;https://aspw.pl/aspw_temp/380b16a3b001cf7c582cb3b6c35e0ed8/twitter_links.csv;https://aspw.pl/aspw_temp/380b16a3b001cf7c582cb3b6c35e0ed8/meta.csv;https://aspw.pl/aspw_temp/380b16a3b001cf7c582cb3b6c35e0ed8/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-09","3a72d5bf7abe487a37e0e5ef2fa2b5bf","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","burza",6000,106,81,"https://aspw.pl/aspw_temp/3a72d5bf7abe487a37e0e5ef2fa2b5bf/all_tweets_id.csv;https://aspw.pl/aspw_temp/3a72d5bf7abe487a37e0e5ef2fa2b5bf/domains.json;https://aspw.pl/aspw_temp/3a72d5bf7abe487a37e0e5ef2fa2b5bf/twitter_links.csv;https://aspw.pl/aspw_temp/3a72d5bf7abe487a37e0e5ef2fa2b5bf/meta.csv;https://aspw.pl/aspw_temp/3a72d5bf7abe487a37e0e5ef2fa2b5bf/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-17","3b2ae8cd748d45373c0dc2c56f418a51","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polska",29761,1252,1184,"https://aspw.pl/aspw_temp/3b2ae8cd748d45373c0dc2c56f418a51/all_tweets_id.csv;https://aspw.pl/aspw_temp/3b2ae8cd748d45373c0dc2c56f418a51/domains.json;https://aspw.pl/aspw_temp/3b2ae8cd748d45373c0dc2c56f418a51/twitter_links.csv;https://aspw.pl/aspw_temp/3b2ae8cd748d45373c0dc2c56f418a51/meta.csv;https://aspw.pl/aspw_temp/3b2ae8cd748d45373c0dc2c56f418a51/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-24","3bd751302142ec47b4447d307886875e","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","straż graniczna",15439,168,157,"https://aspw.pl/aspw_temp/3bd751302142ec47b4447d307886875e/all_tweets_id.csv;https://aspw.pl/aspw_temp/3bd751302142ec47b4447d307886875e/domains.json;https://aspw.pl/aspw_temp/3bd751302142ec47b4447d307886875e/twitter_links.csv;https://aspw.pl/aspw_temp/3bd751302142ec47b4447d307886875e/meta.csv;https://aspw.pl/aspw_temp/3bd751302142ec47b4447d307886875e/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-04","3c371f89b4a2a5c250aaae3df4cbcb2b","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",2513,341,321,"https://aspw.pl/aspw_temp/3c371f89b4a2a5c250aaae3df4cbcb2b/all_tweets_id.csv;https://aspw.pl/aspw_temp/3c371f89b4a2a5c250aaae3df4cbcb2b/domains.json;https://aspw.pl/aspw_temp/3c371f89b4a2a5c250aaae3df4cbcb2b/twitter_links.csv;https://aspw.pl/aspw_temp/3c371f89b4a2a5c250aaae3df4cbcb2b/meta.csv;https://aspw.pl/aspw_temp/3c371f89b4a2a5c250aaae3df4cbcb2b/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-18","3c92844f4a81396ace340fc30c494dc1","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","granicy",19183,264,249,"https://aspw.pl/aspw_temp/3c92844f4a81396ace340fc30c494dc1/all_tweets_id.csv;https://aspw.pl/aspw_temp/3c92844f4a81396ace340fc30c494dc1/domains.json;https://aspw.pl/aspw_temp/3c92844f4a81396ace340fc30c494dc1/twitter_links.csv;https://aspw.pl/aspw_temp/3c92844f4a81396ace340fc30c494dc1/meta.csv;https://aspw.pl/aspw_temp/3c92844f4a81396ace340fc30c494dc1/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-21","3cf0c1bd8aab5cbf4c7d1b0034839a24","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",1181,138,117,"https://aspw.pl/aspw_temp/3cf0c1bd8aab5cbf4c7d1b0034839a24/all_tweets_id.csv;https://aspw.pl/aspw_temp/3cf0c1bd8aab5cbf4c7d1b0034839a24/domains.json;https://aspw.pl/aspw_temp/3cf0c1bd8aab5cbf4c7d1b0034839a24/twitter_links.csv;https://aspw.pl/aspw_temp/3cf0c1bd8aab5cbf4c7d1b0034839a24/meta.csv;https://aspw.pl/aspw_temp/3cf0c1bd8aab5cbf4c7d1b0034839a24/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2020-11-19","3e6601e0543c23dadab076e0dd5aa8b3","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#StrajkKobiet",10000,101,83,"https://aspw.pl/aspw_temp/3e6601e0543c23dadab076e0dd5aa8b3/all_tweets_id.csv;https://aspw.pl/aspw_temp/3e6601e0543c23dadab076e0dd5aa8b3/domains.json;https://aspw.pl/aspw_temp/3e6601e0543c23dadab076e0dd5aa8b3/twitter_links.csv;https://aspw.pl/aspw_temp/3e6601e0543c23dadab076e0dd5aa8b3/meta.csv;https://aspw.pl/aspw_temp/3e6601e0543c23dadab076e0dd5aa8b3/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-17","3e83a85678840b5bbbea32cee9400d8e","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",2934,443,133,"https://aspw.pl/aspw_temp/3e83a85678840b5bbbea32cee9400d8e/all_tweets_id.csv;https://aspw.pl/aspw_temp/3e83a85678840b5bbbea32cee9400d8e/domains.json;https://aspw.pl/aspw_temp/3e83a85678840b5bbbea32cee9400d8e/twitter_links.csv;https://aspw.pl/aspw_temp/3e83a85678840b5bbbea32cee9400d8e/meta.csv;https://aspw.pl/aspw_temp/3e83a85678840b5bbbea32cee9400d8e/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-10","3f18533c1a21dcd5337c38a85b38996e","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","kościół",5576,168,107,"https://aspw.pl/aspw_temp/3f18533c1a21dcd5337c38a85b38996e/all_tweets_id.csv;https://aspw.pl/aspw_temp/3f18533c1a21dcd5337c38a85b38996e/domains.json;https://aspw.pl/aspw_temp/3f18533c1a21dcd5337c38a85b38996e/twitter_links.csv;https://aspw.pl/aspw_temp/3f18533c1a21dcd5337c38a85b38996e/meta.csv;https://aspw.pl/aspw_temp/3f18533c1a21dcd5337c38a85b38996e/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-28","3f33e1fea34b0b1fd9c387826971dabc","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Warszawa",16495,893,767,"https://aspw.pl/aspw_temp/3f33e1fea34b0b1fd9c387826971dabc/all_tweets_id.csv;https://aspw.pl/aspw_temp/3f33e1fea34b0b1fd9c387826971dabc/domains.json;https://aspw.pl/aspw_temp/3f33e1fea34b0b1fd9c387826971dabc/twitter_links.csv;https://aspw.pl/aspw_temp/3f33e1fea34b0b1fd9c387826971dabc/meta.csv;https://aspw.pl/aspw_temp/3f33e1fea34b0b1fd9c387826971dabc/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-11","3f42257090cd01af3acb86b66bcd3cb3","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Placu Zamkowym",18387,73,67,"https://aspw.pl/aspw_temp/3f42257090cd01af3acb86b66bcd3cb3/all_tweets_id.csv;https://aspw.pl/aspw_temp/3f42257090cd01af3acb86b66bcd3cb3/domains.json;https://aspw.pl/aspw_temp/3f42257090cd01af3acb86b66bcd3cb3/twitter_links.csv;https://aspw.pl/aspw_temp/3f42257090cd01af3acb86b66bcd3cb3/meta.csv;https://aspw.pl/aspw_temp/3f42257090cd01af3acb86b66bcd3cb3/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-09-06","3fd5be190d872ffa826413b505ee4929","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","uchodźcy",1413,22,20,"https://aspw.pl/aspw_temp/3fd5be190d872ffa826413b505ee4929/all_tweets_id.csv;https://aspw.pl/aspw_temp/3fd5be190d872ffa826413b505ee4929/domains.json;https://aspw.pl/aspw_temp/3fd5be190d872ffa826413b505ee4929/twitter_links.csv;https://aspw.pl/aspw_temp/3fd5be190d872ffa826413b505ee4929/meta.csv;https://aspw.pl/aspw_temp/3fd5be190d872ffa826413b505ee4929/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-04","3ffdb96b6061c8766d60ff9526d2f450","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","szczepienie",5691,82,76,"https://aspw.pl/aspw_temp/3ffdb96b6061c8766d60ff9526d2f450/all_tweets_id.csv;https://aspw.pl/aspw_temp/3ffdb96b6061c8766d60ff9526d2f450/domains.json;https://aspw.pl/aspw_temp/3ffdb96b6061c8766d60ff9526d2f450/twitter_links.csv;https://aspw.pl/aspw_temp/3ffdb96b6061c8766d60ff9526d2f450/meta.csv;https://aspw.pl/aspw_temp/3ffdb96b6061c8766d60ff9526d2f450/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-01","41d321760b0ea88ab206cf484e25591d","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","tvp",45143,1664,1559,"https://aspw.pl/aspw_temp/41d321760b0ea88ab206cf484e25591d/all_tweets_id.csv;https://aspw.pl/aspw_temp/41d321760b0ea88ab206cf484e25591d/domains.json;https://aspw.pl/aspw_temp/41d321760b0ea88ab206cf484e25591d/twitter_links.csv;https://aspw.pl/aspw_temp/41d321760b0ea88ab206cf484e25591d/meta.csv;https://aspw.pl/aspw_temp/41d321760b0ea88ab206cf484e25591d/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-05-28","4204dac8e92aa3c88653e8670dce2051","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","klimat",1331,35,31,"https://aspw.pl/aspw_temp/4204dac8e92aa3c88653e8670dce2051/all_tweets_id.csv;https://aspw.pl/aspw_temp/4204dac8e92aa3c88653e8670dce2051/domains.json;https://aspw.pl/aspw_temp/4204dac8e92aa3c88653e8670dce2051/twitter_links.csv;https://aspw.pl/aspw_temp/4204dac8e92aa3c88653e8670dce2051/meta.csv;https://aspw.pl/aspw_temp/4204dac8e92aa3c88653e8670dce2051/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-10-19","42b743c2c219f9d0990f349ccbc8f43b","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","TSUE",7312,60,55,"https://aspw.pl/aspw_temp/42b743c2c219f9d0990f349ccbc8f43b/all_tweets_id.csv;https://aspw.pl/aspw_temp/42b743c2c219f9d0990f349ccbc8f43b/domains.json;https://aspw.pl/aspw_temp/42b743c2c219f9d0990f349ccbc8f43b/twitter_links.csv;https://aspw.pl/aspw_temp/42b743c2c219f9d0990f349ccbc8f43b/meta.csv;https://aspw.pl/aspw_temp/42b743c2c219f9d0990f349ccbc8f43b/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-28","4424ea7fc0938de075d7c6f1d4bc1dd9","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","#lexTVN",6422,52,44,"https://aspw.pl/aspw_temp/4424ea7fc0938de075d7c6f1d4bc1dd9/all_tweets_id.csv;https://aspw.pl/aspw_temp/4424ea7fc0938de075d7c6f1d4bc1dd9/domains.json;https://aspw.pl/aspw_temp/4424ea7fc0938de075d7c6f1d4bc1dd9/twitter_links.csv;https://aspw.pl/aspw_temp/4424ea7fc0938de075d7c6f1d4bc1dd9/meta.csv;https://aspw.pl/aspw_temp/4424ea7fc0938de075d7c6f1d4bc1dd9/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-27","443ea7e044aac8acd98ff78d2913bfae","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","opozycja",9752,79,70,"https://aspw.pl/aspw_temp/443ea7e044aac8acd98ff78d2913bfae/all_tweets_id.csv;https://aspw.pl/aspw_temp/443ea7e044aac8acd98ff78d2913bfae/domains.json;https://aspw.pl/aspw_temp/443ea7e044aac8acd98ff78d2913bfae/twitter_links.csv;https://aspw.pl/aspw_temp/443ea7e044aac8acd98ff78d2913bfae/meta.csv;https://aspw.pl/aspw_temp/443ea7e044aac8acd98ff78d2913bfae/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-07-13","444521f000b4c7dde824dd61ebeb0bb8","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koronawirus",1,157,154,"https://aspw.pl/aspw_temp/444521f000b4c7dde824dd61ebeb0bb8/all_tweets_id.csv;https://aspw.pl/aspw_temp/444521f000b4c7dde824dd61ebeb0bb8/domains.json;https://aspw.pl/aspw_temp/444521f000b4c7dde824dd61ebeb0bb8/twitter_links.csv;https://aspw.pl/aspw_temp/444521f000b4c7dde824dd61ebeb0bb8/meta.csv;https://aspw.pl/aspw_temp/444521f000b4c7dde824dd61ebeb0bb8/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-06-09","44f290bda1c69e8a0d59a5b1a690eef9","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","koalicja",1858,42,34,"https://aspw.pl/aspw_temp/44f290bda1c69e8a0d59a5b1a690eef9/all_tweets_id.csv;https://aspw.pl/aspw_temp/44f290bda1c69e8a0d59a5b1a690eef9/domains.json;https://aspw.pl/aspw_temp/44f290bda1c69e8a0d59a5b1a690eef9/twitter_links.csv;https://aspw.pl/aspw_temp/44f290bda1c69e8a0d59a5b1a690eef9/meta.csv;https://aspw.pl/aspw_temp/44f290bda1c69e8a0d59a5b1a690eef9/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2020-12-07","45304fb200e744c0cb7a54a80be2fdb1","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","kościół",11583,391,353,"https://aspw.pl/aspw_temp/45304fb200e744c0cb7a54a80be2fdb1/all_tweets_id.csv;https://aspw.pl/aspw_temp/45304fb200e744c0cb7a54a80be2fdb1/domains.json;https://aspw.pl/aspw_temp/45304fb200e744c0cb7a54a80be2fdb1/twitter_links.csv;https://aspw.pl/aspw_temp/45304fb200e744c0cb7a54a80be2fdb1/meta.csv;https://aspw.pl/aspw_temp/45304fb200e744c0cb7a54a80be2fdb1/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-08-14","47f59a721c310b9c4b3d781aea3bfdf4","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Polska",25337,850,746,"https://aspw.pl/aspw_temp/47f59a721c310b9c4b3d781aea3bfdf4/all_tweets_id.csv;https://aspw.pl/aspw_temp/47f59a721c310b9c4b3d781aea3bfdf4/domains.json;https://aspw.pl/aspw_temp/47f59a721c310b9c4b3d781aea3bfdf4/twitter_links.csv;https://aspw.pl/aspw_temp/47f59a721c310b9c4b3d781aea3bfdf4/meta.csv;https://aspw.pl/aspw_temp/47f59a721c310b9c4b3d781aea3bfdf4/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-17","48e0c16fd4384abc0d31774697fdc59d","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Duda",15509,233,165,"https://aspw.pl/aspw_temp/48e0c16fd4384abc0d31774697fdc59d/all_tweets_id.csv;https://aspw.pl/aspw_temp/48e0c16fd4384abc0d31774697fdc59d/domains.json;https://aspw.pl/aspw_temp/48e0c16fd4384abc0d31774697fdc59d/twitter_links.csv;https://aspw.pl/aspw_temp/48e0c16fd4384abc0d31774697fdc59d/meta.csv;https://aspw.pl/aspw_temp/48e0c16fd4384abc0d31774697fdc59d/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-08-04","48ec8f268fa2626248188d6af18dc48a","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Gdańsk",2442,123,113,"https://aspw.pl/aspw_temp/48ec8f268fa2626248188d6af18dc48a/all_tweets_id.csv;https://aspw.pl/aspw_temp/48ec8f268fa2626248188d6af18dc48a/domains.json;https://aspw.pl/aspw_temp/48ec8f268fa2626248188d6af18dc48a/twitter_links.csv;https://aspw.pl/aspw_temp/48ec8f268fa2626248188d6af18dc48a/meta.csv;https://aspw.pl/aspw_temp/48ec8f268fa2626248188d6af18dc48a/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-08-12","49109c2dae6a69cd7656143c00fdc91a","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","edukacja",510,26,24,"https://aspw.pl/aspw_temp/49109c2dae6a69cd7656143c00fdc91a/all_tweets_id.csv;https://aspw.pl/aspw_temp/49109c2dae6a69cd7656143c00fdc91a/domains.json;https://aspw.pl/aspw_temp/49109c2dae6a69cd7656143c00fdc91a/twitter_links.csv;https://aspw.pl/aspw_temp/49109c2dae6a69cd7656143c00fdc91a/meta.csv;https://aspw.pl/aspw_temp/49109c2dae6a69cd7656143c00fdc91a/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-04-01","496bc382faf91ece305bdcd3d60cc203","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","święta",12838,184,169,"https://aspw.pl/aspw_temp/496bc382faf91ece305bdcd3d60cc203/all_tweets_id.csv;https://aspw.pl/aspw_temp/496bc382faf91ece305bdcd3d60cc203/domains.json;https://aspw.pl/aspw_temp/496bc382faf91ece305bdcd3d60cc203/twitter_links.csv;https://aspw.pl/aspw_temp/496bc382faf91ece305bdcd3d60cc203/meta.csv;https://aspw.pl/aspw_temp/496bc382faf91ece305bdcd3d60cc203/base_index.json"
"Otwarte dane ASPW","Otwarty zbiór identyfikatorów tweetów, adresów URL i metadanych stron.","Archiwum Społeczne Polskiego Webu (ASPW)","2021-03-29","4bdd88096573a997575eb6dd8f1c8d9e","Archiwum Społeczne Polskiego Webu$Open Data Commons Attribution License (ODC-By)$https://opendatacommons.org/licenses/by/summary/","zbiór danych","text/csv$application/json","Kraków",8292,559,516,"https://aspw.pl/aspw_temp/4bdd88096573a997575eb6dd8f1c8d9e/all_tweets_id.csv;https://aspw.pl/aspw_temp/4bdd88096573a997575eb6dd8f1c8d9e/domains.json;https://aspw.pl/aspw_temp/4bdd88096573a997575eb6dd8f1c8d9e/twitter_links.csv;https://aspw.pl/aspw_temp/4bdd88096573a997575eb6dd8f1c8d9e/meta.csv;https://aspw.pl/aspw_temp/4bdd88096573a997575eb6dd8f1c8d9e/base_index.json"
